company_name,location,industry,website,linkedin_slug,linkedin_url,employees_sf,slug_source
Pingar,Auckland,IT - Software,https://www.pingar.com/home,pingar,https://www.linkedin.com/company/pingar/,14.0,serp
Place Intelligence,Melbourne,"Services - professional, scientific, and technical",https://placeintelligence.ai/,place-intelligence,https://www.linkedin.com/company/place-intelligence/,15.0,firmable
Platform for Care,Melbourne,IT - Software,https://platformforcare.com/,platform-for-care,https://www.linkedin.com/company/platform-for-care/,,firmable
Platinum Healthcare,Perth,Healthcare,https://platinumhealthcare.com.au/,platinum-healthcare-group,https://www.linkedin.com/company/platinum-healthcare-group/,30.0,firmable
Platinum Orthodontics,Brisbane,Healthcare,https://platinumorthodontics.com.au/,platinum-orthodontics,https://www.linkedin.com/company/platinum-orthodontics/,,firmable
Pointsbuild,Sydney,Education,https://pointsbuild.com.au/,pointsbuild,https://www.linkedin.com/company/pointsbuild/,15.0,firmable
Polymorphic Solutions / ChilliDB,Brisbane,IT - Software,https://www.chillidb.com/polymorphicsolutions,chillidb,https://www.linkedin.com/company/chillidb/,11.0,firmable
Pooltrackr,Sydney,IT - Software,https://pooltrackr.com/,pooltrackr,https://www.linkedin.com/company/pooltrackr/,4.0,firmable
Posimente,Sydney,IT - Software,https://posimente.com/#about-us,posimente,https://www.linkedin.com/company/posimente/,29.0,firmable
Potentiality,Melbourne,IT - Software,https://ptly.com/,potentiality,https://www.linkedin.com/company/potentiality/,7.0,firmable
Power On Australia,Queensland,"Services - professional, scientific, and technical",https://poweronaustralia.com.au/,power-on-australia-pty-ltd,https://www.linkedin.com/company/power-on-australia-pty-ltd/,15.0,firmable
PowerSync Technologies,Sydney,IT - Software,https://www.powersync.com.au/,powersync-technologies,https://www.linkedin.com/company/powersync-technologies/,29.0,firmable
Practice Master,Sydney,IT - Software,https://practicemaster.com.au/,master-apps,https://www.linkedin.com/company/master-apps/,4.0,serp
Precision Farming,New Zealand,IT - Software,https://www.precisionfarming.co.nz/,precision-farming-nz,https://www.linkedin.com/company/precision-farming-nz/,9.0,serp
Premier Contact Point,Melbourne,IT - Software,https://premiercontactpoint.com/,premier-contact-point,https://www.linkedin.com/company/premier-contact-point/,24.0,firmable
Premier Data,Melbourne,IT - Software,https://premierdata.com.au/about-us/,premier-data,https://www.linkedin.com/company/premier-data/,83.0,firmable
Previso,Perth,IT - Software,https://www.preqin.com/data/profile/asset/previso-software-pty-ltd/413767,preqin,https://www.linkedin.com/company/preqin/,,firmable
PrioriAnalytica,Adelaide,"Services - professional, scientific, and technical",https://www.priorianalytica.com/,priorianalytica,https://www.linkedin.com/company/priorianalytica/,20.0,firmable
ProSpend,Sydney,Finance and insurance,https://prospend.com/,prospend,https://www.linkedin.com/company/prospend/,23.0,firmable
ProbityPeople,Sydney,IT - Software,https://probitypeople.com.au/,probitypeople,https://www.linkedin.com/company/probitypeople/,11.0,firmable
Propel Learning / The Barber Academy,Gold Coast,Education,https://propellearning.com.au/,propellearning,https://www.linkedin.com/company/propellearning/,29.0,firmable
Prophit Systems,Sydney,IT - Software,https://prophitsystems.com/,prophit-systems,https://www.linkedin.com/company/prophit-systems/,10.0,firmable
Prospecta Utilities,Gold Coast,IT - Software,https://www.prospectautilities.com/,prospecta-utilities,https://www.linkedin.com/company/prospecta-utilities/,36.0,firmable
PsychMed,Adelaide,"Services - professional, scientific, and technical",https://psychmed.com.au/,psychmed,https://www.linkedin.com/company/psychmed/,35.0,firmable
Pumps and Pipeline Services,Newcastle,"Services - professional, scientific, and technical",https://www.pumpsandpipelines.com.au/,pumps-and-pipeline-services,https://www.linkedin.com/company/pumps-and-pipeline-services/,19.0,firmable
Purplebox,Melbourne,IT - Software,https://abr.business.gov.au/ABN/View/46621455089,purplebox,https://www.linkedin.com/company/purplebox/,29.0,serp
Q Academy,Brisbane,Education,https://qacademy.com.au/,q-academy-remedial-and-massage-therapies,https://www.linkedin.com/company/q-academy-remedial-and-massage-therapies/,25.0,firmable
QEST Infrastructure,Victoria,"Services - professional, scientific, and technical",https://qest.net.au/,qest-infrastructure,https://www.linkedin.com/company/qest-infrastructure/,45.0,firmable
QGE Group,Brisbane,IT - Software,https://qge.com.au/,qge-pty-ltd,https://www.linkedin.com/company/qge-pty-ltd/,42.0,firmable
QHSE Integrated Solutions,Adelaide,IT - Software,https://qhse.com.au/,qhse-integrated-solutions-pty-ltd-,https://www.linkedin.com/company/qhse-integrated-solutions-pty-ltd-/,15.0,firmable
QIT Plus,Brisbane,IT - Software,https://www.qitplus.com/,qit-plus,https://www.linkedin.com/company/qit-plus/,19.0,firmable
QLBS,Auckland,IT - Software,https://www.qlbs.com/,qlbs,https://www.linkedin.com/company/qlbs/,14.0,firmable
QTRACA,Auckland,IT - Software,https://www.qtraca.com/,qtraca,https://www.linkedin.com/company/qtraca/,4.0,serp
Quadbeam,Auckland,Manufacturing,https://quadbeam.com/,quadbeam-technologies,https://www.linkedin.com/company/quadbeam-technologies/,5.0,serp
Quality Lifestyle Support,Queensland,Healthcare,https://www.qualitylifestylesupport.com/,quality-lifestyle-support-pty-ltd,https://www.linkedin.com/company/quality-lifestyle-support-pty-ltd/,157.0,firmable
Quality Practice Accreditation,New South Wales,"Services - professional, scientific, and technical",https://www.qpa.health/,quality-practice-accreditation,https://www.linkedin.com/company/quality-practice-accreditation/,100.0,firmable
Quality Systems Toolbox,Queensland,IT - Software,https://www.qualitysystems.com/,quality-systems-toolbox,https://www.linkedin.com/company/quality-systems-toolbox/,3.0,firmable
Quasar Systems,New Zealand,IT - Software,https://www.quasar.co.nz/,quasarnz,https://www.linkedin.com/company/quasarnz/,12.0,serp
QuickQuote,Auckland,IT - Software,https://quickquote.nz/,quick-quote.com,https://www.linkedin.com/company/quick-quote.com/,,serp
RICADO,New Zealand,IT - Software,https://www.ricado.co.nz/,ricado-group,https://www.linkedin.com/company/ricado-group/,9.0,serp
RMS Utilities,Melbourne,Utilities,https://rmsutilities.com.au/about-rms-utilities/,rmsutilities,https://www.linkedin.com/company/rmsutilities/,20.0,firmable
Rail Technology International,Victoria,Manufacturing,https://rti-group.com/,rail-technology-international,https://www.linkedin.com/company/rail-technology-international/,40.0,firmable
Rauland Healthcare,Sydney,IT - Software,https://rauland.com.au/,rauland-australia,https://www.linkedin.com/company/rauland-australia/,,firmable
RaveBuild,New Zealand,IT - Software,https://www.ravebuild.co.nz/,rave-build,https://www.linkedin.com/company/rave-build/,10.0,serp
Raymax Lasers,Sydney,Retail trade,https://www.raymax.com.au/,raymax-applications-pty-limited,https://www.linkedin.com/company/raymax-applications-pty-limited/,,firmable
Rayven,Sydney,IT - Software,https://www.rayven.io/,rayveniot,https://www.linkedin.com/company/rayveniot/,6.0,firmable
Real Time Traffic,Melbourne,Transport,https://www.realtimetraffic.com.au/,real-time-traffic,https://www.linkedin.com/company/real-time-traffic/,32.0,firmable
Recludo,Sydney,Finance and insurance,https://www.recludo.com.au/,recludo-mortgage-broking-services,https://www.linkedin.com/company/recludo-mortgage-broking-services/,,firmable
Recovery Partners,Sydney,"Services - professional, scientific, and technical",https://www.rrp.com.au/,recovery-partners,https://www.linkedin.com/company/recovery-partners/,74.0,firmable
Red Rock Software / Rapid Crews,Perth,IT - Software,https://rapidcrews.com/,rapidcrews,https://www.linkedin.com/company/rapidcrews/,5.0,firmable
Redenlab,Melbourne,IT - Software,https://redenlab.com/,redenlab,https://www.linkedin.com/company/redenlab/,21.0,firmable
Redman Solutions,Brisbane,"Services - professional, scientific, and technical",https://www.redmansolutions.com.au/,redman-solutions,https://www.linkedin.com/company/redman-solutions/,10.0,firmable
Referoo,Sydney,IT - Software,https://www.referoo.com/,referoo,https://www.linkedin.com/company/referoo/,29.0,firmable
Regional EnviroScience,Sydney,"Services - professional, scientific, and technical",https://enviroscience.com.au/,regional-enviroscience,https://www.linkedin.com/company/regional-enviroscience/,,firmable
Relegen,Sydney,IT - Software,https://www.relegen.com/,relegen,https://www.linkedin.com/company/relegen/,20.0,firmable
Rely,Melbourne,IT - Software,https://relyplatform.com/,relyplatform,https://www.linkedin.com/company/relyplatform/,12.0,firmable
Rental Car Manager,Queensland,IT - Software,https://www.rentalcarmanager.com/,rental-car-manager,https://www.linkedin.com/company/rental-car-manager/,12.0,firmable
Renteca,Brisbane,Finance and insurance,https://renteca.com.au/,renteca,https://www.linkedin.com/company/renteca/,,firmable
Reposit Power,Canberra,IT - Hardware,https://repositpower.com/,repositpower,https://www.linkedin.com/company/repositpower/,,firmable
Resolutions,Brisbane,IT - Software,https://resolutionsint.com/,resolutions-int,https://www.linkedin.com/company/resolutions-int/,30.0,firmable
Respirico Healthcare,Adelaide,Healthcare,https://respirico.com.au/,respirico,https://www.linkedin.com/company/respirico/,8.0,firmable
Resurg,Sydney,"Services - professional, scientific, and technical",https://www.resurg.com.au/,resurg-group,https://www.linkedin.com/company/resurg-group/,20.0,firmable
Revex,Melbourne,IT - Software,https://revex.net.au/,revex-solutions,https://www.linkedin.com/company/revex-solutions/,9.0,firmable
Revo Group,Brisbane,"Services - professional, scientific, and technical",https://revogroupau.com/,revogroupltd,https://www.linkedin.com/company/revogroupltd/,20.0,firmable
RewardCo Cloud,Sydney,IT - Software,https://rewardco.com/company/,rewardco,https://www.linkedin.com/company/rewardco/,4.0,firmable
Rinstrum,Queensland,Manufacturing,https://www.rinstrum.com/,rinstrum,https://www.linkedin.com/company/rinstrum/,164.0,firmable
RipeGlobal,Queensland,IT - Software,https://www.ripeglobal.com/,ripeglobal,https://www.linkedin.com/company/ripeglobal/,,firmable
Risk Mentor,Brisbane,IT - Software,https://riskmentor.com.au/about-us/,risk-mentor,https://www.linkedin.com/company/risk-mentor/,6.0,firmable
RiskClear,Perth,IT - Software,https://riskclear.com.au/,riskclear,https://www.linkedin.com/company/riskclear/,3.0,firmable
RiskTalk,Perth,IT - Software,https://risktalk.com.au/,risktalk-ltd,https://www.linkedin.com/company/risktalk-ltd/,,firmable
Rockfield Technologies,Queensland,"Services - professional, scientific, and technical",https://rocktech.com.au/,rockfield-technologies-australia-pty-ltd,https://www.linkedin.com/company/rockfield-technologies-australia-pty-ltd/,50.0,firmable
Rocks Gone,Perth,Manufacturing,https://rocksgone.com.au/,rocksgone,https://www.linkedin.com/company/rocksgone/,7.0,firmable
RosterElf,Perth,IT - Software,https://www.rosterelf.com/,rosterelf,https://www.linkedin.com/company/rosterelf/,14.0,firmable
Ruth Group,Sydney,Manufacturing,https://store7562511.company.site/,the-ruth-group-inc.,https://www.linkedin.com/company/the-ruth-group-inc./,,serp
RxTro,Sydney,IT - Software,https://au.rxtro.com/,rxtro,https://www.linkedin.com/company/rxtro/,19.0,firmable
SC Medical,Sydney,Healthcare,https://www.scmedical.com.au/,sc-medical-pty-ltd,https://www.linkedin.com/company/sc-medical-pty-ltd/,0.0,firmable
SRO Technology,Queensland,"Services - professional, scientific, and technical",https://www.srotechnology.com/brisbane/,sro-technology,https://www.linkedin.com/company/sro-technology/,170.0,firmable
STEM Punks,Brisbane,Education,https://www.stempunks.com.au/,stempunks,https://www.linkedin.com/company/stempunks/,1000.0,firmable
SWAN Systems,Perth,IT - Software,https://www.swansystems.com/,swan-systems---scheduling-water-&-nutrients,https://www.linkedin.com/company/swan-systems---scheduling-water-&-nutrients/,0.0,firmable
Saber Astronautics,Adelaide,"Services - professional, scientific, and technical",https://www.saberastro.com/,saberastro,https://www.linkedin.com/company/saberastro/,48.0,firmable
Sabre Medical,Sydney,"Services - professional, scientific, and technical",https://sabremedical.com.au/,sabre-medical,https://www.linkedin.com/company/sabre-medical/,18.0,firmable
Safe Ag Systems,Adelaide,IT - Software,https://www.safeagsystems.com/,safe-ag-systems,https://www.linkedin.com/company/safe-ag-systems/,,firmable
Safe365,New Zealand,IT - Software,https://safe365global.com/nz/,safe365,https://www.linkedin.com/company/safe365/,5.0,serp
Safer Places,Melbourne,"Services - professional, scientific, and technical",https://www.saferplaces.com.au/,safer-places-network,https://www.linkedin.com/company/safer-places-network/,,firmable
Saferight,Perth,Education,https://saferight.com.au/,saferight-pty-ltd,https://www.linkedin.com/company/saferight-pty-ltd/,35.0,firmable
Safety Australia Training,Sydney,"Services - professional, scientific, and technical",https://safetyaustraliatraining.com.au/,safety-australia-training-and-consulting,https://www.linkedin.com/company/safety-australia-training-and-consulting/,8.0,firmable
Safety and Apparel,New Zealand,Wholesale trade,https://www.rsea.co.nz/customer-service,safetyandapparelltd,https://www.linkedin.com/company/safetyandapparelltd/,62.0,serp
SafetyIQ,Brisbane,IT - Software,https://www.safetyiq.com/,safetyiq-predictability-at-work,https://www.linkedin.com/company/safetyiq-predictability-at-work/,,firmable
SafetySuite,Melbourne,IT - Software,https://www.safetysuiteglobal.com/,safetysuiteglobal,https://www.linkedin.com/company/safetysuiteglobal/,51.0,firmable
Salestrekker,Sydney,IT - Software,https://salestrekker.com/,salestrekker,https://www.linkedin.com/company/salestrekker/,40.0,firmable
Sandwai,Gold Coast,IT - Software,https://www.sandwai.com.au/,sandwai,https://www.linkedin.com/company/sandwai/,7.0,firmable
Scannable,New Zealand,IT - Software,https://www.scannable.io/?srsltid=AfmBOoqGNgQC972ZFC7QRlyVyt9erhp3opD-LASO2W9nP845fQPQ5T3P,scannable-io,https://www.linkedin.com/company/scannable-io/,27.0,serp
SchoolTV,Sydney,IT - Software,https://schooltv.me/au/,schooltvme,https://www.linkedin.com/company/schooltvme/,,firmable
Scientific Devices Australia,Melbourne,"Services - professional, scientific, and technical",https://scientific-devices.com.au/,scientific-devices-australia-pty-ltd,https://www.linkedin.com/company/scientific-devices-australia-pty-ltd/,9.0,firmable
Scope Healthcare,Melbourne,"Services - professional, scientific, and technical",https://scopehealthcare.com.au/,scopehealthcare,https://www.linkedin.com/company/scopehealthcare/,76.0,firmable
Scott Smith Orthodontics,Tasmania,Healthcare,https://www.scottsmithorthodontics.com.au/,scott-smith-orthodontics,https://www.linkedin.com/company/scott-smith-orthodontics/,,firmable
Seams Systems,Melbourne,IT - Software,https://seamsfashionerp.com.au/,seams-systems-pty-ltd,https://www.linkedin.com/company/seams-systems-pty-ltd/,5.0,serp
SecureCo,Sydney,IT - Software,https://www.secureco.co/,secureco-pty-ltd,https://www.linkedin.com/company/secureco-pty-ltd/,34.0,firmable
Securelogic Solutions,Melbourne,"Services - professional, scientific, and technical",https://www.securelogic.com.au/,securelogic-solutions,https://www.linkedin.com/company/securelogic-solutions/,15.0,firmable
Seekom,Wellington,IT - Software,https://www.seekom.com/,seekom,https://www.linkedin.com/company/seekom/,,serp
Selfco Leasing,Sydney,Finance and insurance,https://selfco.com.au/,selfcoleasing,https://www.linkedin.com/company/selfcoleasing/,8.0,firmable
Sense Medical,Wellington,IT - Software,https://www.sensemedical.co.nz/about.html,sensemedical,https://www.linkedin.com/company/sensemedical/,5.0,serp
Sensor Dynamics,Melbourne,"Services - professional, scientific, and technical",https://sensordynamics.com.au/,sensor-dynamics,https://www.linkedin.com/company/sensor-dynamics/,15.0,firmable
Shakespeare Orthodontics,New Zealand,Healthcare,https://www.shakespeareortho.co.nz/,shakespeareorthodontics,https://www.linkedin.com/company/shakespeareorthodontics/,,serp
Shamrock Industries,New Zealand,Manufacturing,https://www.shamrock.co.nz/,shamrock-industries,https://www.linkedin.com/company/shamrock-industries/,6.0,serp
Shawn's Swim School,Melbourne,Education,https://www.shawnsswimschool.com.au/about-us,shawn's-swim-school,https://www.linkedin.com/company/shawn's-swim-school/,50.0,firmable
Sherlock Software,Central Coast,IT - Software,https://sherlocksoftware.com/,sherlock-software,https://www.linkedin.com/company/sherlock-software/,15.0,firmable
Sherlok,Adelaide,IT - Software,https://www.sherlok.com.au/,sherlok-for-brokers,https://www.linkedin.com/company/sherlok-for-brokers/,20.0,firmable
ShiftLineup / urhere,Sydney,IT - Software,https://urhere.com.au/,urhere-com-au,https://www.linkedin.com/company/urhere-com-au/,18.0,firmable
ShopGrok,Sydney,IT - Software,https://shopgrok.com/,shopgrok,https://www.linkedin.com/company/shopgrok/,,firmable
Shping / Origins trace,Melbourne,IT - Software,https://shping.com/about-us/,shping,https://www.linkedin.com/company/shping/,22.0,firmable
Si Clean Energy,New South Wales,Wholesale trade,https://www.sicleanenergy.com.au/,si-clean-energy-pty-ltd,https://www.linkedin.com/company/si-clean-energy-pty-ltd/,15.0,firmable
Sigma Aerospace,New South Wales,"Services - professional, scientific, and technical",https://sigmaaerospace.com.au/,sigmaaerospace,https://www.linkedin.com/company/sigmaaerospace/,20.0,firmable
Silentium Defence,Adelaide,IT - Software,https://www.silentiumdefence.com.au/,silentium-defence,https://www.linkedin.com/company/silentium-defence/,80.0,firmable
Siles Health,Melbourne,Healthcare,https://sileshealth.com.au/,sileshealth,https://www.linkedin.com/company/sileshealth/,,firmable
Silverband,Melbourne,IT - Software,https://www.silverband.com.au/php/contact_us.php,silverband,https://www.linkedin.com/company/silverband/,5.0,firmable
Simple,Melbourne,IT - Software,https://www.simple.com.au/web-design,simple-integrated-marketing,https://www.linkedin.com/company/simple-integrated-marketing/,24.0,firmable
Sinclair Dermatology,Melbourne,Healthcare,https://www.sinclairdermatology.com.au/,sinclairdermatology,https://www.linkedin.com/company/sinclairdermatology/,,firmable
Skefto,Melbourne,IT - Software,https://skefto.com/,skefto,https://www.linkedin.com/company/skefto/,9.0,firmable
Skilitics,New Zealand,IT - Software,https://www.skilitics.com/,skilitics,https://www.linkedin.com/company/skilitics/,29.0,serp
Skool Loop,New Zealand,IT - Software,https://skoolloop.com,the-skool-loop-app,https://www.linkedin.com/company/the-skool-loop-app/,20.0,firmable
Skyjed,Sydney,IT - Software,https://www.skyjed.com/about-us,skyjed,https://www.linkedin.com/company/skyjed/,0.0,firmable
Skylar Safety,Melbourne,"Services - professional, scientific, and technical",https://skylareducation.edu.au/,skylar-education,https://www.linkedin.com/company/skylar-education/,,firmable
Sleep Life Australia,Perth,Healthcare,https://www.sleeplifeaustralia.com.au/,sleep-life-australia,https://www.linkedin.com/company/sleep-life-australia/,5.0,firmable
Sliqpay / DentiCare,Gold Coast,Finance and insurance,https://denticarepaymentplans.com.au/,denticare-payment-plans,https://www.linkedin.com/company/denticare-payment-plans/,43.0,firmable
Smart Class Systems,Brisbane,IT - Software,https://abr.business.gov.au/ABN/View/24153129563,smart-class-systems,https://www.linkedin.com/company/smart-class-systems/,,serp
SmartMeasures,Melbourne,IT - Software,https://smartmeasures.ai/,smartmeasuresai,https://www.linkedin.com/company/smartmeasuresai/,29.0,firmable
SmartTech Australia,Queensland,"Services - professional, scientific, and technical",https://smarttechaustralia.com.au/,smarttech-australia,https://www.linkedin.com/company/smarttech-australia/,,firmable
SmarterSoft,Sydney,IT - Software,https://www.smartersoft.com.au/,smartersoft,https://www.linkedin.com/company/smartersoft/,8.0,firmable
Snug Health,Hobart,IT - Software,https://www.healthcaresoftware.com.au/SNUG.html,healthcaresoftware,https://www.linkedin.com/company/healthcaresoftware/,11.0,firmable
SoftLabs,Sydney,IT - Software,https://www.softlabs.com.au/,softlabs,https://www.linkedin.com/company/softlabs/,80.0,firmable
Solar Bay,Sydney,Finance and insurance,https://ssar.com.au/,solar-bay,https://www.linkedin.com/company/solar-bay/,,serp
Solutions Plus,Auckland,IT - Software,https://solutionspluspartnership.com.au/,solutions-plus-partnership,https://www.linkedin.com/company/solutions-plus-partnership/,8.0,firmable
SolveXia,Sydney,IT - Software,https://www.solvexia.com/,solvexia-automation,https://www.linkedin.com/company/solvexia-automation/,15.0,firmable
Sound Veterinary,Melbourne,Veterinary,https://soundvet.com.au/,sound-veterinary-equipment,https://www.linkedin.com/company/sound-veterinary-equipment/,,firmable
Sourceit,Melbourne,IT - Software,https://sourceithq.com/,sourceithq,https://www.linkedin.com/company/sourceithq/,29.0,firmable
South Yarra Orthodontics,Melbourne,Healthcare,https://www.syortho.com.au/,south-yarra-orthodontics,https://www.linkedin.com/company/south-yarra-orthodontics/,,firmable
Southeast Orthodontics,Melbourne,Healthcare,https://seortho.com.au/,south-east-orthodontics,https://www.linkedin.com/company/south-east-orthodontics/,,firmable
Spark Finance,Sydney,Finance and insurance,https://sparkfinance.com.au/,spark-finance-1,https://www.linkedin.com/company/spark-finance-1/,4.0,firmable
Spatial Hub Analytics,Australia,IT - Software,https://resource.geospatialworld.net/company/spatial-hub-analytics,spatial-hub-analytics,https://www.linkedin.com/company/spatial-hub-analytics/,,serp
Spriggy,Sydney,IT - Software,https://www.spriggy.com.au/?srsltid=AfmBOoqb-A4IG2B_KZC2IjRGGlhzpGS6tbNfjPQh3Iq8ayJVfTxRFhik,spriggyau,https://www.linkedin.com/company/spriggyau/,,firmable
St Marks Breast Centre,Auckland,"Services - professional, scientific, and technical",https://smwh.co.nz/,st-marks-group-ltd,https://www.linkedin.com/company/st-marks-group-ltd/,48.0,serp
StaplesVR,Auckland,Education,https://www.staplesvr.com/,staplesvr,https://www.linkedin.com/company/staplesvr/,9.0,firmable
Star Delta,Sydney,Manufacturing,https://stardelta.com.au/,star-delta-pty-ltd,https://www.linkedin.com/company/star-delta-pty-ltd/,18.0,firmable
Starting Blocks Pool,Sydney,Education,https://www.anti.to/,starting-blocks-swim-school,https://www.linkedin.com/company/starting-blocks-swim-school/,6.0,serp
Stash Property,Sydney,IT - Software,https://www.stashproperty.com.au/,stash-property,https://www.linkedin.com/company/stash-property/,16.0,firmable
Stat Health Systems,Brisbane,IT - Software,https://stathealth.com.au/,stat-health-systems-aust-,https://www.linkedin.com/company/stat-health-systems-aust-/,7.0,firmable
State Medical Assistance,New South Wales,"Services - professional, scientific, and technical",https://www.statemedicalassistance.com.au/,state-medical-assistance,https://www.linkedin.com/company/state-medical-assistance/,200.0,firmable
State Swim,Perth,Education,https://www.stateswim.com.au/,state-swim,https://www.linkedin.com/company/state-swim/,300.0,firmable
Statewide Bearings,Perth,"Services - professional, scientific, and technical",https://www.statewidebearings.com.au/,statewide-bearings,https://www.linkedin.com/company/statewide-bearings/,500.0,firmable
Strack,Sydney,IT - Software,https://strack.com.au/,strackau,https://www.linkedin.com/company/strackau/,2.0,firmable
Strategi Institute,Auckland,Education,https://strategi.ac.nz/,strategi-limited,https://www.linkedin.com/company/strategi-limited/,16.0,serp
StretchSense,Auckland,"Services - professional, scientific, and technical",https://stretchsense.com/,stretchsense,https://www.linkedin.com/company/stretchsense/,,firmable
Stropro,Sydney,IT - Software,https://www.stropro.com/about-us/about-1,stropro,https://www.linkedin.com/company/stropro/,,firmable
Supply Partners / New Energy Training,Brisbane,Education,https://newenergytraining.com.au/,new-energy-training,https://www.linkedin.com/company/new-energy-training/,12.0,firmable
Supply'd,Melbourne,IT - Software,https://supplyd.co/,supply-d,https://www.linkedin.com/company/supply-d/,3.0,firmable
Supported Care,Brisbane,Healthcare,https://supportedcare.au/,supported-care,https://www.linkedin.com/company/supported-care/,180.0,serp
SupporterHub,Sydney,IT - Software,https://supporterhub.com/,supporter-hub,https://www.linkedin.com/company/supporter-hub/,15.0,firmable
Sure Power,Brisbane,"Services - professional, scientific, and technical",https://surepower.com.au/?srsltid=AfmBOoqeAD95XawevaLdEszIw9crdKRRyU8IruShoPoHCVGVpEXoa0Dd,sure-power-aus,https://www.linkedin.com/company/sure-power-aus/,23.0,firmable
SureCity Networks,Melbourne,"Services - professional, scientific, and technical",https://www.surecitynetworks.com/,surecity-networks,https://www.linkedin.com/company/surecity-networks/,19.0,firmable
Sustainable Platform,Perth,"Services - professional, scientific, and technical",https://sustainableplatform.com/,sustainableplatform,https://www.linkedin.com/company/sustainableplatform/,5.0,firmable
Swimtastic,Sydney,Education,https://swimtastic.com.au/,swimtastic-swim-school,https://www.linkedin.com/company/swimtastic-swim-school/,3.0,serp
Swimz Guildford,Sydney,Education,https://swimz.com.au/,swimz-guildford,https://www.linkedin.com/company/swimz-guildford/,6.0,firmable
Swise,Auckland,IT - Software,https://swise.ai,swiseai,https://www.linkedin.com/company/swiseai/,6.0,serp
Swoop Analytics,Sydney,IT - Software,https://www.swoopanalytics.com/,swoop-analytics,https://www.linkedin.com/company/swoop-analytics/,19.0,firmable
Sybiz,Adelaide,IT - Software,https://sybiz.com/,sybiz-software,https://www.linkedin.com/company/sybiz-software/,33.0,firmable
Syndex,Auckland,Finance and insurance,https://www.syndex.com.au/about-us,syndex-australia,https://www.linkedin.com/company/syndex-australia/,3.0,firmable
Synengco,Brisbane,IT - Software,https://synengco.com/,synengco,https://www.linkedin.com/company/synengco/,20.0,firmable
Synergy Group,New Zealand,Wholesale trade,https://groupsynergy.com/,synergy-positioning-systems,https://www.linkedin.com/company/synergy-positioning-systems/,49.0,firmable
Sypaq Group,Melbourne,"Services - professional, scientific, and technical",https://www.sypaq.com.au/,sypaq-systems,https://www.linkedin.com/company/sypaq-systems/,,serp
TOKN,Perth,IT - Software,https://www.tokntechnology.com/,tokntechnology,https://www.linkedin.com/company/tokntechnology/,14.0,firmable
TUTISVreddo,Brisbane,IT - Software,https://tutis.com.au/,tutisdigital,https://www.linkedin.com/company/tutisdigital/,29.0,firmable
Tacklit,Melbourne,IT - Software,https://www.tacklit.com/,tacklit,https://www.linkedin.com/company/tacklit/,17.0,firmable
Tailored Support Services,Sunshine Coast,Healthcare,https://www.tailoredsupport.com.au/,tailored-support-services,https://www.linkedin.com/company/tailored-support-services/,15.0,firmable
Taskflo,Sydney,IT - Software,https://taskflo.com.au/,taskflo,https://www.linkedin.com/company/taskflo/,7.0,firmable
Taskforce,Melbourne,"Services - professional, scientific, and technical",https://www.taskforce.com.au/,taskforce-australia-pty-ltd,https://www.linkedin.com/company/taskforce-australia-pty-ltd/,,firmable
Tasman HealthCare,Gold Coast,Healthcare,https://tasmanhealthcare.com.au/,tasman-health-care,https://www.linkedin.com/company/tasman-health-care/,,firmable
Taxlab,Auckland,IT - Software,https://taxlab.online/,taxlab,https://www.linkedin.com/company/taxlab/,28.0,firmable
TechPath,Brisbane,"Services - professional, scientific, and technical",https://www.techpath.com.au/,techpathau,https://www.linkedin.com/company/techpathau/,50.0,firmable
Techt,Perth,"Services - professional, scientific, and technical",https://www.techt.com.au/,techt,https://www.linkedin.com/company/techt/,10.0,firmable
Telemattica,Sydney,IT - Software,https://www.telemattica.com/,telemattica,https://www.linkedin.com/company/telemattica/,29.0,firmable
Teltherm,Auckland,Wholesale trade,https://www.teltherm.co.nz/about/,teltherm-instruments-ltd,https://www.linkedin.com/company/teltherm-instruments-ltd/,110.0,serp
Termina,Melbourne,IT - Software,https://termina.io/,termina,https://www.linkedin.com/company/termina/,27.0,firmable
The CAPS Clinic / Capstone System,Canberra,Healthcare,https://www.capsclinic.com.au/,the-caps-clinic,https://www.linkedin.com/company/the-caps-clinic/,35.0,firmable
The Clinician,Auckland,IT - Software,https://theclinician.com/,the-clinician,https://www.linkedin.com/company/the-clinician/,,firmable
The Credit One Group,Brisbane,Finance and insurance,https://www.creditone.com.au/,credit-one-equipment-finance,https://www.linkedin.com/company/credit-one-equipment-finance/,25.0,firmable
The Fleet Office,Sunshine Coast,IT - Software,https://www.thefleetoffice.com.au/,the-fleet-office,https://www.linkedin.com/company/the-fleet-office/,12.0,firmable
The Green Dispensary,Adelaide,Wholesale trade,https://greendispensary.com.au/,green-dispensary-pharmacies-compounding,https://www.linkedin.com/company/green-dispensary-pharmacies-compounding/,31.0,serp
The Injury Centre,New South Wales,"Services - professional, scientific, and technical",https://theinjurycentre.com.au/,the-injury-centre,https://www.linkedin.com/company/the-injury-centre/,5.0,serp
The Orthodontic Place,Adelaide,Healthcare,https://theorthodonticplace.com.au/,the-orthodontic-place,https://www.linkedin.com/company/the-orthodontic-place/,,serp
The Swim Factory,Melbourne,Education,https://theswimfactory.com.au/,the-swim-factory,https://www.linkedin.com/company/the-swim-factory/,,firmable
